id,gene,gene_link,full_name,diseases,diseases_link,no_of_snps
182,ATP2A1,https://www.snpedia.com/index.php/ATP2A1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",ATP2A1,http://diseases.jensenlab.org/Search?query=ATP2A1,7
183,ATP2C1,https://www.snpedia.com/index.php/ATP2C1,"ATPase, Ca++ transporting, type 2C, member 1",ATP2C1,http://diseases.jensenlab.org/Search?query=ATP2C1,11
184,ATP2C2,https://www.snpedia.com/index.php/ATP2C2,"ATPase, Ca++ transporting, type 2C, member 2",ATP2C2,http://diseases.jensenlab.org/Search?query=ATP2C2,2
185,ATP6V0A4,https://www.snpedia.com/index.php/ATP6V0A4,"ATPase, H+ transporting, lysosomal V0 subunit a4",ATP6V0A4,http://diseases.jensenlab.org/Search?query=ATP6V0A4,15
186,ATP7A,https://www.snpedia.com/index.php/ATP7A,"ATPase, Cu++ transporting, alpha polypeptide",ATP7A,http://diseases.jensenlab.org/Search?query=ATP7A,96
187,ATP7B,https://www.snpedia.com/index.php/ATP7B,"ATPase, Cu++ transporting, beta polypeptide",ATP7B,http://diseases.jensenlab.org/Search?query=ATP7B,149
188,ATP8B4,https://www.snpedia.com/index.php/ATP8B4,"ATPase, class I, type 8B, member 4",ATP8B4,http://diseases.jensenlab.org/Search?query=ATP8B4,2
189,ATR,https://www.snpedia.com/index.php/ATR,ATR serine/threonine kinase,ATR,http://diseases.jensenlab.org/Search?query=ATR,23
190,ATXN1,https://www.snpedia.com/index.php/ATXN1,ataxin 1,ATXN1,http://diseases.jensenlab.org/Search?query=ATXN1,8
191,ATXN2,https://www.snpedia.com/index.php/ATXN2,ataxin 2,ATXN2,http://diseases.jensenlab.org/Search?query=ATXN2,5
192,ATXN2L,https://www.snpedia.com/index.php/ATXN2L,ataxin 2-like,ATXN2L,http://diseases.jensenlab.org/Search?query=ATXN2L,2
193,AURKA,https://www.snpedia.com/index.php/AURKA,aurora kinase A,AURKA,http://diseases.jensenlab.org/Search?query=AURKA,11
194,AUTS2,https://www.snpedia.com/index.php/AUTS2,autism susceptibility candidate 2,AUTS2,http://diseases.jensenlab.org/Search?query=AUTS2,17
195,AVP,https://www.snpedia.com/index.php/AVP,arginine vasopressin,AVP,http://diseases.jensenlab.org/Search?query=AVP,19
196,AVPR1A,https://www.snpedia.com/index.php/AVPR1A,arginine vasopressin receptor 1A,AVPR1A,http://diseases.jensenlab.org/Search?query=AVPR1A,8
197,AVPR1B,https://www.snpedia.com/index.php/AVPR1B,arginine vasopressin receptor 1B,AVPR1B,http://diseases.jensenlab.org/Search?query=AVPR1B,6
198,B3GALNT1,https://www.snpedia.com/index.php/B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",B3GALNT1,http://diseases.jensenlab.org/Search?query=B3GALNT1,3
199,B3GAT2,https://www.snpedia.com/index.php/B3GAT2,"beta-1,3-glucuronyltransferase 2 (glucuronosyltransferase S)",B3GAT2,http://diseases.jensenlab.org/Search?query=B3GAT2,3
200,B4GALNT3,https://www.snpedia.com/index.php/B4GALNT3,null,B4GALNT3,http://diseases.jensenlab.org/Search?query=B4GALNT3,0
201,BAAT,https://www.snpedia.com/index.php/BAAT,bile acid CoA: amino acid N-acyltransferase (glycine N-choloyltransferase),BAAT,http://diseases.jensenlab.org/Search?query=BAAT,5
202,BACE1,https://www.snpedia.com/index.php/BACE1,beta-site APP-cleaving enzyme 1,BACE1,http://diseases.jensenlab.org/Search?query=BACE1,5
203,BAD,https://www.snpedia.com/index.php/BAD,BCL2-associated agonist of cell death,BAD,http://diseases.jensenlab.org/Search?query=BAD,1
204,BAG3,https://www.snpedia.com/index.php/BAG3,null,BAG3,http://diseases.jensenlab.org/Search?query=BAG3,26
205,BAIAP2,https://www.snpedia.com/index.php/BAIAP2,null,BAIAP2,http://diseases.jensenlab.org/Search?query=BAIAP2,11
206,BAK1,https://www.snpedia.com/index.php/BAK1,BCL2-antagonist/killer 1,BAK1,http://diseases.jensenlab.org/Search?query=BAK1,8
207,BANF1,https://www.snpedia.com/index.php/BANF1,null,BANF1,http://diseases.jensenlab.org/Search?query=BANF1,1
208,BANK1,https://www.snpedia.com/index.php/BANK1,B-cell scaffold protein with ankyrin repeats 1,BANK1,http://diseases.jensenlab.org/Search?query=BANK1,7
209,BARD1,https://www.snpedia.com/index.php/BARD1,BRCA1 associated RING domain 1,BARD1,http://diseases.jensenlab.org/Search?query=BARD1,79
210,BATF3,https://www.snpedia.com/index.php/BATF3,null,BATF3,http://diseases.jensenlab.org/Search?query=BATF3,1
211,BCAM,https://www.snpedia.com/index.php/BCAM,basal cell adhesion molecule (Lutheran blood group),BCAM,http://diseases.jensenlab.org/Search?query=BCAM,6
212,BCAR1,https://www.snpedia.com/index.php/BCAR1,breast cancer anti-estrogen resistance 1,BCAR1,http://diseases.jensenlab.org/Search?query=BCAR1,1
213,BCHE,https://www.snpedia.com/index.php/BCHE,butyrylcholinesterase,BCHE,http://diseases.jensenlab.org/Search?query=BCHE,40
214,BCKDHA,https://www.snpedia.com/index.php/BCKDHA,"branched chain keto acid dehydrogenase E1, alpha polypeptide",BCKDHA,http://diseases.jensenlab.org/Search?query=BCKDHA,42
215,BCKDHB,https://www.snpedia.com/index.php/BCKDHB,"branched chain keto acid dehydrogenase E1, beta polypeptide",BCKDHB,http://diseases.jensenlab.org/Search?query=BCKDHB,62
216,BCL2,https://www.snpedia.com/index.php/BCL2,null,BCL2,http://diseases.jensenlab.org/Search?query=BCL2,19
217,BCL2L1,https://www.snpedia.com/index.php/BCL2L1,BCL2-like 1,BCL2L1,http://diseases.jensenlab.org/Search?query=BCL2L1,2
218,BCL2L11,https://www.snpedia.com/index.php/BCL2L11,BCL2-like 11 (apoptosis facilitator),BCL2L11,http://diseases.jensenlab.org/Search?query=BCL2L11,5
219,BCL2L2-PABPN1,https://www.snpedia.com/index.php/BCL2L2-PABPN1,BCL2L2-PABPN1 readthrough,BCL2L2-PABPN1,http://diseases.jensenlab.org/Search?query=BCL2L2-PABPN1,2
220,BCMO1,https://www.snpedia.com/index.php/BCMO1,"beta-carotene 15,15'-monooxygenase 1",BCMO1,http://diseases.jensenlab.org/Search?query=BCMO1,1
221,BCOR,https://www.snpedia.com/index.php/BCOR,null,BCOR,http://diseases.jensenlab.org/Search?query=BCOR,16
222,BCORP1,https://www.snpedia.com/index.php/BCORP1,null,BCORP1,http://diseases.jensenlab.org/Search?query=BCORP1,16
223,BCR,https://www.snpedia.com/index.php/BCR,breakpoint cluster region,BCR,http://diseases.jensenlab.org/Search?query=BCR,10
224,BCS1L,https://www.snpedia.com/index.php/BCS1L,null,BCS1L,http://diseases.jensenlab.org/Search?query=BCS1L,35
225,BDKRB2,https://www.snpedia.com/index.php/BDKRB2,null,BDKRB2,http://diseases.jensenlab.org/Search?query=BDKRB2,7
226,BDNF,https://www.snpedia.com/index.php/BDNF,brain-derived neurotrophic factor,BDNF,http://diseases.jensenlab.org/Search?query=BDNF,31
227,BDP1,https://www.snpedia.com/index.php/BDP1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",BDP1,http://diseases.jensenlab.org/Search?query=BDP1,1
228,BHLHE41,https://www.snpedia.com/index.php/BHLHE41,"basic helix-loop-helix family, member e41",BHLHE41,http://diseases.jensenlab.org/Search?query=BHLHE41,1
229,BHMT,https://www.snpedia.com/index.php/BHMT,betaine--homocysteine S-methyltransferase,BHMT,http://diseases.jensenlab.org/Search?query=BHMT,9
230,BLK,https://www.snpedia.com/index.php/BLK,"BLK proto-oncogene, Src family tyrosine kinase",BLK,http://diseases.jensenlab.org/Search?query=BLK,8
231,BLM,https://www.snpedia.com/index.php/BLM,"Bloom syndrome, RecQ helicase-like",BLM,http://diseases.jensenlab.org/Search?query=BLM,85
232,BLOC1S3,https://www.snpedia.com/index.php/BLOC1S3,biogenesis of lysosomal organelles complex 1 subunit 3,BLOC1S3,http://diseases.jensenlab.org/Search?query=BLOC1S3,3
233,BLOC1S6,https://www.snpedia.com/index.php/BLOC1S6,biogenesis of lysosomal organelles complex 1 subunit 6,BLOC1S6,http://diseases.jensenlab.org/Search?query=BLOC1S6,1
234,BLZF1,https://www.snpedia.com/index.php/BLZF1,basic leucine zipper nuclear factor 1,BLZF1,http://diseases.jensenlab.org/Search?query=BLZF1,0
235,BMP2,https://www.snpedia.com/index.php/BMP2,bone morphogenetic protein 2,BMP2,http://diseases.jensenlab.org/Search?query=BMP2,9
236,BMPR1A,https://www.snpedia.com/index.php/BMPR1A,bone morphogenetic protein receptor type 1A,BMPR1A,http://diseases.jensenlab.org/Search?query=BMPR1A,46
237,BMPR2,https://www.snpedia.com/index.php/BMPR2,bone morphogenetic protein receptor type 2,BMPR2,http://diseases.jensenlab.org/Search?query=BMPR2,330
238,BMS1,https://www.snpedia.com/index.php/BMS1,null,BMS1,http://diseases.jensenlab.org/Search?query=BMS1,2
239,BNC2,https://www.snpedia.com/index.php/BNC2,basonuclin 2,BNC2,http://diseases.jensenlab.org/Search?query=BNC2,6
240,BOLA2,https://www.snpedia.com/index.php/BOLA2,bolA family member 2,BOLA2,http://diseases.jensenlab.org/Search?query=BOLA2,0
241,BOLA3,https://www.snpedia.com/index.php/BOLA3,bolA homolog 3 (E. coli),BOLA3,http://diseases.jensenlab.org/Search?query=BOLA3,3
242,BPGM,https://www.snpedia.com/index.php/BPGM,"2,3-bisphosphoglycerate mutase",BPGM,http://diseases.jensenlab.org/Search?query=BPGM,2
243,BRAF,https://www.snpedia.com/index.php/BRAF,v-raf murine sarcoma viral oncogene homolog B1,BRAF,http://diseases.jensenlab.org/Search?query=BRAF,103
244,BRCA1,https://www.snpedia.com/index.php/BRCA1,"breast cancer 1, early onset",BRCA1,http://diseases.jensenlab.org/Search?query=BRCA1,2654
245,BRCA2,https://www.snpedia.com/index.php/BRCA2,"breast cancer 2, early onset",BRCA2,http://diseases.jensenlab.org/Search?query=BRCA2,3151
246,BRIP1,https://www.snpedia.com/index.php/BRIP1,BRCA1 interacting protein C-terminal helicase 1,BRIP1,http://diseases.jensenlab.org/Search?query=BRIP1,144
247,BTBD9,https://www.snpedia.com/index.php/BTBD9,BTB (POZ) domain containing 9,BTBD9,http://diseases.jensenlab.org/Search?query=BTBD9,6
248,BTD,https://www.snpedia.com/index.php/BTD,biotinidase,BTD,http://diseases.jensenlab.org/Search?query=BTD,173
249,BTK,https://www.snpedia.com/index.php/BTK,Bruton agammaglobulinemia tyrosine kinase,BTK,http://diseases.jensenlab.org/Search?query=BTK,72
250,C12orf51,https://www.snpedia.com/index.php/C12orf51,chromosome 12 open reading frame 51,C12orf51,http://diseases.jensenlab.org/Search?query=C12orf51,0
251,C13orf31,https://www.snpedia.com/index.php/C13orf31,null,C13orf31,http://diseases.jensenlab.org/Search?query=C13orf31,0
252,C14orf93,https://www.snpedia.com/index.php/C14orf93,null,C14orf93,http://diseases.jensenlab.org/Search?query=C14orf93,1
253,C19ORF12,https://www.snpedia.com/index.php/C19ORF12,null,null,null,0
254,C1QTNF7,https://www.snpedia.com/index.php/C1QTNF7,C1q and tumor necrosis factor related protein 7,C1QTNF7,http://diseases.jensenlab.org/Search?query=C1QTNF7,3
255,C21orf91,https://www.snpedia.com/index.php/C21orf91,chromosome 21 open reading frame 91,C21orf91,http://diseases.jensenlab.org/Search?query=C21orf91,6
256,C3,https://www.snpedia.com/index.php/C3,complement component 3,C3,http://diseases.jensenlab.org/Search?query=C3,36
257,C4B,https://www.snpedia.com/index.php/C4B,null,C4B,http://diseases.jensenlab.org/Search?query=C4B,0
258,C5,https://www.snpedia.com/index.php/C5,complement component 5,C5,http://diseases.jensenlab.org/Search?query=C5,14
259,C6orf10,https://www.snpedia.com/index.php/C6orf10,chromosome 6 open reading frame 10,C6orf10,http://diseases.jensenlab.org/Search?query=C6orf10,16
260,C8orf80,https://www.snpedia.com/index.php/C8orf80,chromosome 8 open reading frame 80,C8orf80,http://diseases.jensenlab.org/Search?query=C8orf80,0
261,C9orf102,https://www.snpedia.com/index.php/C9orf102,null,C9orf102,http://diseases.jensenlab.org/Search?query=C9orf102,0
262,C9orf72,https://www.snpedia.com/index.php/C9orf72,chromosome 9 open reading frame 72,C9orf72,http://diseases.jensenlab.org/Search?query=C9orf72,2
263,CABP2,https://www.snpedia.com/index.php/CABP2,calcium binding protein 2,CABP2,http://diseases.jensenlab.org/Search?query=CABP2,0
264,CACNA1A,https://www.snpedia.com/index.php/CACNA1A,null,CACNA1A,http://diseases.jensenlab.org/Search?query=CACNA1A,85
265,CACNA1B,https://www.snpedia.com/index.php/CACNA1B,null,CACNA1B,http://diseases.jensenlab.org/Search?query=CACNA1B,1
266,CACNA1C,https://www.snpedia.com/index.php/CACNA1C,null,CACNA1C,http://diseases.jensenlab.org/Search?query=CACNA1C,38
267,CACNA1C-AS1,https://www.snpedia.com/index.php/CACNA1C-AS1,null,CACNA1C-AS1,http://diseases.jensenlab.org/Search?query=CACNA1C-AS1,6
268,CACNA1D,https://www.snpedia.com/index.php/CACNA1D,null,CACNA1D,http://diseases.jensenlab.org/Search?query=CACNA1D,15
269,CACNA1G,https://www.snpedia.com/index.php/CACNA1G,null,CACNA1G,http://diseases.jensenlab.org/Search?query=CACNA1G,10
270,CACNA1H,https://www.snpedia.com/index.php/CACNA1H,null,CACNA1H,http://diseases.jensenlab.org/Search?query=CACNA1H,11
271,CACNA1I,https://www.snpedia.com/index.php/CACNA1I,null,CACNA1I,http://diseases.jensenlab.org/Search?query=CACNA1I,3
272,CACNA1S,https://www.snpedia.com/index.php/CACNA1S,"calcium channel, voltage-dependent, L type, alpha 1S subunit",CACNA1S,http://diseases.jensenlab.org/Search?query=CACNA1S,16
273,CACNA2D4,https://www.snpedia.com/index.php/CACNA2D4,null,CACNA2D4,http://diseases.jensenlab.org/Search?query=CACNA2D4,4
274,CACNB2,https://www.snpedia.com/index.php/CACNB2,"calcium channel, voltage-dependent, beta 2 subunit",CACNB2,http://diseases.jensenlab.org/Search?query=CACNB2,22
275,CADM2,https://www.snpedia.com/index.php/CADM2,cell adhesion molecule 2,CADM2,http://diseases.jensenlab.org/Search?query=CADM2,5
276,CALB1,https://www.snpedia.com/index.php/CALB1,"calbindin 1, 28kDa",CALB1,http://diseases.jensenlab.org/Search?query=CALB1,2
277,CALHM1,https://www.snpedia.com/index.php/CALHM1,calcium homeostasis modulator 1,CALHM1,http://diseases.jensenlab.org/Search?query=CALHM1,4
278,CALR3,https://www.snpedia.com/index.php/CALR3,calreticulin 3,CALR3,http://diseases.jensenlab.org/Search?query=CALR3,1
279,CALU,https://www.snpedia.com/index.php/CALU,null,CALU,http://diseases.jensenlab.org/Search?query=CALU,3
280,CAMK1,https://www.snpedia.com/index.php/CAMK1,calcium/calmodulin-dependent protein kinase I,CAMK1,http://diseases.jensenlab.org/Search?query=CAMK1,3
281,CAMK1D,https://www.snpedia.com/index.php/CAMK1D,calcium/calmodulin-dependent protein kinase ID,CAMK1D,http://diseases.jensenlab.org/Search?query=CAMK1D,7
282,CAMK2A,https://www.snpedia.com/index.php/CAMK2A,calcium/calmodulin-dependent protein kinase II alpha,CAMK2A,http://diseases.jensenlab.org/Search?query=CAMK2A,3
283,CARD11,https://www.snpedia.com/index.php/CARD11,null,CARD11,http://diseases.jensenlab.org/Search?query=CARD11,7
284,CARD14,https://www.snpedia.com/index.php/CARD14,"caspase recruitment domain family, member 14",CARD14,http://diseases.jensenlab.org/Search?query=CARD14,9
285,CARD8,https://www.snpedia.com/index.php/CARD8,"caspase recruitment domain family, member 8",CARD8,http://diseases.jensenlab.org/Search?query=CARD8,5
286,CARD9,https://www.snpedia.com/index.php/CARD9,null,CARD9,http://diseases.jensenlab.org/Search?query=CARD9,10
287,CASKP1,https://www.snpedia.com/index.php/CASKP1,null,CASKP1,http://diseases.jensenlab.org/Search?query=CASKP1,2
288,CASP3,https://www.snpedia.com/index.php/CASP3,"caspase 3, apoptosis-related cysteine peptidase",CASP3,http://diseases.jensenlab.org/Search?query=CASP3,11
289,CASP8,https://www.snpedia.com/index.php/CASP8,"caspase 8, apoptosis-related cysteine peptidase",CASP8,http://diseases.jensenlab.org/Search?query=CASP8,21
290,CASP9,https://www.snpedia.com/index.php/CASP9,"caspase 9, apoptosis-related cysteine peptidase",CASP9,http://diseases.jensenlab.org/Search?query=CASP9,9
291,CASQ2,https://www.snpedia.com/index.php/CASQ2,null,CASQ2,http://diseases.jensenlab.org/Search?query=CASQ2,27
292,CASR,https://www.snpedia.com/index.php/CASR,calcium-sensing receptor,CASR,http://diseases.jensenlab.org/Search?query=CASR,102
293,CATSPER3,https://www.snpedia.com/index.php/CATSPER3,"cation channel, sperm associated 3",CATSPER3,http://diseases.jensenlab.org/Search?query=CATSPER3,1
294,CAV3,https://www.snpedia.com/index.php/CAV3,caveolin 3,CAV3,http://diseases.jensenlab.org/Search?query=CAV3,47
295,CBLB,https://www.snpedia.com/index.php/CBLB,Cas-Br-M (murine) ecotropic retroviral transforming sequence b,CBLB,http://diseases.jensenlab.org/Search?query=CBLB,2
296,CBS,https://www.snpedia.com/index.php/CBS,cystathionine-beta-synthase,CBS,http://diseases.jensenlab.org/Search?query=CBS,94
297,CBX5,https://www.snpedia.com/index.php/CBX5,chromobox homolog 5,CBX5,http://diseases.jensenlab.org/Search?query=CBX5,1
298,CCDC122,https://www.snpedia.com/index.php/CCDC122,null,CCDC122,http://diseases.jensenlab.org/Search?query=CCDC122,1
299,CCDC174,https://www.snpedia.com/index.php/CCDC174,coiled-coil domain containing 174,CCDC174,http://diseases.jensenlab.org/Search?query=CCDC174,1
300,CCDC3,https://www.snpedia.com/index.php/CCDC3,null,CCDC3,http://diseases.jensenlab.org/Search?query=CCDC3,2
301,CCDC39,https://www.snpedia.com/index.php/CCDC39,coiled-coil domain containing 39,CCDC39,http://diseases.jensenlab.org/Search?query=CCDC39,14
302,CCDC50,https://www.snpedia.com/index.php/CCDC50,coiled-coil domain containing 50,CCDC50,http://diseases.jensenlab.org/Search?query=CCDC50,0
303,CCDC8,https://www.snpedia.com/index.php/CCDC8,null,CCDC8,http://diseases.jensenlab.org/Search?query=CCDC8,0
304,CCDC88B,https://www.snpedia.com/index.php/CCDC88B,null,CCDC88B,http://diseases.jensenlab.org/Search?query=CCDC88B,2
305,CCKAR,https://www.snpedia.com/index.php/CCKAR,cholecystokinin A receptor,CCKAR,http://diseases.jensenlab.org/Search?query=CCKAR,5
306,CCL11,https://www.snpedia.com/index.php/CCL11,chemokine (C-C motif) ligand 11,CCL11,http://diseases.jensenlab.org/Search?query=CCL11,1
307,CCL2,https://www.snpedia.com/index.php/CCL2,chemokine (C-C motif) ligand 2,CCL2,http://diseases.jensenlab.org/Search?query=CCL2,8
308,CCL21,https://www.snpedia.com/index.php/CCL21,chemokine (C-C motif) ligand 21,CCL21,http://diseases.jensenlab.org/Search?query=CCL21,2
309,CCL26,https://www.snpedia.com/index.php/CCL26,chemokine (C-C motif) ligand 26,CCL26,http://diseases.jensenlab.org/Search?query=CCL26,1
310,CCL27,https://www.snpedia.com/index.php/CCL27,chemokine (C-C motif) ligand 27,CCL27,http://diseases.jensenlab.org/Search?query=CCL27,0
311,CCL3L1,https://www.snpedia.com/index.php/CCL3L1,chemokine (C-C motif) ligand 3-like 1,CCL3L1,http://diseases.jensenlab.org/Search?query=CCL3L1,0
312,CCM2,https://www.snpedia.com/index.php/CCM2,null,CCM2,http://diseases.jensenlab.org/Search?query=CCM2,10
313,CCR2,https://www.snpedia.com/index.php/CCR2,null,CCR2,http://diseases.jensenlab.org/Search?query=CCR2,2
314,CCR3,https://www.snpedia.com/index.php/CCR3,chemokine (C-C motif) receptor 3,CCR3,http://diseases.jensenlab.org/Search?query=CCR3,9
315,CCR5,https://www.snpedia.com/index.php/CCR5,chemokine (C-C motif) receptor 5,CCR5,http://diseases.jensenlab.org/Search?query=CCR5,10
316,CCR6,https://www.snpedia.com/index.php/CCR6,chemokine (C-C motif) receptor 6,CCR6,http://diseases.jensenlab.org/Search?query=CCR6,7
317,CD14,https://www.snpedia.com/index.php/CD14,CD14 molecule,CD14,http://diseases.jensenlab.org/Search?query=CD14,5
318,CD244,https://www.snpedia.com/index.php/CD244,null,CD244,http://diseases.jensenlab.org/Search?query=CD244,3
319,CD24P4,https://www.snpedia.com/index.php/CD24P4,null,CD24P4,http://diseases.jensenlab.org/Search?query=CD24P4,1
320,CD274,https://www.snpedia.com/index.php/CD274,null,CD274,http://diseases.jensenlab.org/Search?query=CD274,6
321,CD28,https://www.snpedia.com/index.php/CD28,null,CD28,http://diseases.jensenlab.org/Search?query=CD28,10
322,CD2AP,https://www.snpedia.com/index.php/CD2AP,CD2-associated protein,CD2AP,http://diseases.jensenlab.org/Search?query=CD2AP,9
323,CD320,https://www.snpedia.com/index.php/CD320,CD320 molecule,CD320,http://diseases.jensenlab.org/Search?query=CD320,4
324,CD33,https://www.snpedia.com/index.php/CD33,CD33 molecule,CD33,http://diseases.jensenlab.org/Search?query=CD33,6
325,CD3D,https://www.snpedia.com/index.php/CD3D,"CD3d molecule, delta (CD3-TCR complex)",CD3D,http://diseases.jensenlab.org/Search?query=CD3D,4
326,CD40,https://www.snpedia.com/index.php/CD40,"CD40 molecule, TNF receptor superfamily member 5",CD40,http://diseases.jensenlab.org/Search?query=CD40,12
327,CD44,https://www.snpedia.com/index.php/CD44,CD44 molecule (Indian blood group),CD44,http://diseases.jensenlab.org/Search?query=CD44,20
